Date,Close,Volume,Open,High,Low
12/16/2019,5095.310681,3247,5093.317918,5097.264533,5093.891979
12/13/2019,5196.922273,9201,5196.64989,5198.340649,5195.829784
12-12-2019,5297.268925,7906,5296.333454,5299.043589,5296.158661
12-11-2019,5397.746901,5673,5397.185269,5399.163966,5396.808954
12-10-2019,5501.336957,6907,5500.326751,5503.315418,5501.037326
12-09-2019,5601.401838,1496,5601.107348,5603.005297,5600.931432
12-06-2019,5702.336996,4975,5701.882056,5704.219916,5701.644119
12-05-2019,5805.815114,9688,5805.21637,5807.768226,5805.326668
12-04-2019,5905.292745,9006,5903.926223,5906.031844,5903.795673
12-03-2019,6008.577136,6963,6006.691214,6009.575296,6007.418678
12-02-2019,6106.80473,2397,6104.90488,6108.434458,6106.771284
11/29/2019,6208.785199,5361,6207.23668,6210.687979,6208.476272
11/27/2019,6311.558197,8708,6310.201472,6312.309167,6310.459007
11/26/2019,6412.469244,2793,6410.861012,6412.475758,6411.354734
11/25/2019,6510.191227,8146,6508.668846,6512.185956,6509.948152
11/22/2019,6613.601568,4152,6612.934228,6613.961237,6611.783546
11/21/2019,6712.300482,8908,6711.210711,6714.031975,6710.950864
11/20/2019,6809.727802,6371,6808.777404,6810.465675,6809.657722
11/19/2019,6911.927834,7055,6911.909786,6912.935783,6911.741362
11/18/2019,7013.91863,6623,7013.75325,7015.171326,7013.735933
11/15/2019,7113.979988,1561,7113.927343,7115.599451,7112.646497
11/14/2019,7212.936536,4742,7212.93146,7214.69152,7211.869428
11/13/2019,7312.687321,9101,7311.395504,7313.242853,7311.313411
11-12-2019,7411.170767,4340,7411.131778,7413.114822,7411.032144
11-11-2019,7509.174602,7609,7509.070271,7510.594406,7508.160506
11-08-2019,7607.922068,5762,7606.228329,7608.596511,7607.541972
11-07-2019,7705.081264,3216,7704.436988,7706.23213,7703.93951
11-06-2019,7806.249892,5768,7805.220995,7807.822763,7804.436386
11-05-2019,7906.494287,7126,7905.859011,7907.366193,7905.070983
11-04-2019,8006.582404,5127,8004.626867,8007.351008,8006.046244
11-01-2019,8109.103072,4225,8109.017687,8110.793749,8108.269599
10/31/2019,8208.870941,7582,8207.379996,8209.044614,8208.55358
10/30/2019,8306.966747,5806,8306.022085,8306.994423,8306.953876
10/29/2019,8408.121125,6279,8407.131809,8409.283675,8407.548107
10/28/2019,8508.071563,9371,8506.376947,8508.105631,8506.762788
10/25/2019,8609.345731,2734,8608.706634,8609.799936,8607.596339
10/24/2019,8709.807659,6071,8708.642885,8710.791719,8709.619968
10/23/2019,8812.029437,7649,8810.220747,8812.580014,8810.195741
10/22/2019,8913.293251,4366,8912.684756,8914.236602,8912.148736
10/21/2019,9014.269409,7177,9013.5365,9016.238098,9012.501269
10/18/2019,9114.880935,1711,9112.998171,9115.886742,9113.830717
10/17/2019,9214.386247,8178,9213.718337,9215.799803,9213.808838
10/16/2019,9312.838631,8057,9311.095302,9313.578888,9311.780732
10/15/2019,9412.874575,7117,9410.983423,9414.185045,9412.316431
10/14/2019,9514.209611,1017,9513.458008,9514.334029,9513.316809
10-11-2019,9610.979161,5679,9610.912852,9612.071389,9609.601428
10-10-2019,9713.6198,6108,9712.508996,9713.905628,9712.698832
10-09-2019,9814.957379,5585,9813.722022,9815.588501,9814.930681
10-08-2019,9915.7207,8276,9914.331925,9916.589753,9914.829256
10-07-2019,10015.06837,1160,10013.35664,10016.34206,10014.61428
10-04-2019,10117.89162,8623,10116.97233,10118.62979,10116.47604
10-03-2019,10213.80168,4603,10212.91311,10214.83898,10213.7695
10-02-2019,10312.13051,8808,10312.09153,10312.18225,10311.02529
10-01-2019,10412.05747,3330,10411.35438,10412.80226,10410.6587
09/30/2019,10512.54582,9051,10511.78254,10513.50521,10511.39135
09/27/2019,10615.08272,6305,10613.23516,10615.24366,10614.50883
09/26/2019,10715.40797,7351,10714.44524,10716.26657,10713.69438
09/25/2019,10811.92312,1136,10810.39458,10812.75734,10809.9277
09/24/2019,10915.4395,8412,10914.45944,10917.10812,10913.58835
09/23/2019,11015.42387,2565,11014.57,11015.56954,11013.52057
09/20/2019,11117.23474,2749,11115.86699,11118.16643,11116.95376
09/19/2019,11219.42911,8533,11217.47365,11220.98999,11218.19819
09/18/2019,11321.25356,7942,11321.12481,11322.16168,11320.46442
09/17/2019,11420.34687,9449,11418.87332,11420.73047,11418.64337
09/16/2019,11519.07428,8513,11518.10871,11519.39592,11518.24508
09/13/2019,11618.78807,9851,11618.66034,11618.95488,11616.92296
09-12-2019,11720.21926,3829,11718.4492,11721.39509,11718.46914
09-11-2019,11818.26321,7064,11816.55199,11819.28074,11817.33215
09-10-2019,11919.15431,9716,11918.94567,11920.47142,11918.53418
09-09-2019,12022.98271,5909,12021.03877,12023.24102,12021.71079
09-06-2019,12119.94706,4310,12119.79489,12121.77975,12119.79225
09-05-2019,12219.39913,6998,12218.56786,12220.16121,12217.41484
09-04-2019,12315.36426,4337,12314.86345,12316.56821,12315.05763
09-03-2019,12416.75077,2782,12415.49497,12417.0147,12416.57427
08/30/2019,12519.36778,6970,12518.60757,12519.4893,12518.31327
08/29/2019,12619.55727,4164,12618.08195,12620.877,12619.34299
08/28/2019,12720.36705,5525,12719.30751,12721.42898,12720.22364
08/27/2019,12816.94941,1343,12815.08818,12818.6846,12815.23863
08/26/2019,12916.88135,8515,12915.10302,12917.68155,12915.99402
08/23/2019,13016.55055,8289,13015.93881,13017.86841,13015.10958
08/22/2019,13116.74535,7195,13116.15224,13117.697,13116.51601
08/21/2019,13216.88979,9287,13215.17913,13218.73361,13215.21561
08/20/2019,13317.56196,4964,13316.54477,13318.41936,13317.1581
08/19/2019,13414.6755,5842,13413.43761,13414.76598,13413.29756
08/16/2019,13513.80019,5985,13511.81738,13515.1621,13513.78187
08/15/2019,13612.88933,3471,13611.86247,13613.21754,13612.02951
08/14/2019,13712.39006,2753,13711.55813,13714.05511,13712.26826
08/13/2019,13808.63412,2295,13807.92665,13809.16246,13807.14789
08-12-2019,13906.45007,6124,13904.93521,13908.28354,13906.17146
08-09-2019,14004.11413,2363,14003.95787,14005.89293,14003.1063
08-08-2019,14103.00948,1392,14101.43522,14104.82479,14102.37875
08-07-2019,14203.69913,3770,14202.69813,14203.75381,14202.55354
08-06-2019,14305.7316,1814,14304.6986,14305.90437,14304.42341
08-05-2019,14403.69372,9058,14402.47886,14405.49524,14403.06044
08-02-2019,14506.36146,7248,14506.13529,14506.5462,14505.92348
08-01-2019,14603.75421,1886,14601.84544,14603.7895,14603.69675
07/31/2019,14699.74375,3904,14699.21816,14701.66323,14698.1623
07/30/2019,14799.13859,8259,14798.37916,14800.77775,14798.13684
07/29/2019,14897.80217,3155,14896.38169,14897.92106,14896.14979
07/26/2019,14994.64078,4563,14994.51953,14994.67463,14993.99015
07/25/2019,15093.70248,4983,15091.90181,15095.1231,15093.00053
07/24/2019,15191.75093,7352,15190.62731,15192.98024,15191.35249
07/23/2019,15291.21267,1314,15289.5158,15292.79688,15290.02483
07/22/2019,15392.23122,1637,15392.07748,15392.58475,15391.99389
07/19/2019,15490.44827,4471,15489.75183,15491.76899,15489.82373
07/18/2019,15592.58072,2778,15590.99399,15592.68256,15591.74847
07/17/2019,15695.48557,5129,15695.26913,15696.03906,15693.6725
07/16/2019,15793.00068,7121,15792.87793,15793.12036,15791.08201
07/15/2019,15890.60462,6865,15888.67736,15891.08194,15888.77736
07-12-2019,15992.72819,6751,15992.64588,15992.95781,15991.83851
07-11-2019,16093.67444,2224,16093.14332,16094.75698,16093.3662
07-10-2019,16193.70929,4602,16193.44054,16194.83234,16192.18247
07-09-2019,16296.64844,5889,16295.39711,16298.5513,16296.28805
07-08-2019,16398.20254,7971,16396.58351,16398.83939,16398.0891
07-05-2019,16497.87624,5078,16497.78254,16499.84369,16496.79215
07-03-2019,16596.85583,7830,16596.23563,16598.62177,16595.69466
07-02-2019,16696.58649,1704,16695.83364,16697.00866,16695.49599
07-01-2019,16793.42455,6141,16792.13164,16793.63882,16793.13356
06/28/2019,16894.04784,8163,16893.95007,16895.56302,16892.53149
06/27/2019,16996.8187,9163,16996.08762,16997.53017,16996.33413
06/26/2019,17098.52963,5937,17097.77093,17098.53626,17097.42477
06/25/2019,17200.18618,5967,17200.03207,17201.6232,17199.47954
06/24/2019,17300.51854,6206,17299.71115,17302.17754,17298.79487
06/21/2019,17400.68357,5970,17400.09631,17400.71852,17400.38267
06/20/2019,17501.05587,3090,17500.38278,17501.43568,17499.6853
06/19/2019,17600.38315,5263,17598.59111,17601.96932,17598.84138
06/18/2019,17698.99503,3070,17697.79043,17700.42416,17698.3457
06/17/2019,17798.68023,7620,17797.64143,17799.89364,17798.44978
06/14/2019,17898.29056,1183,17898.276,17899.64749,17897.1739
06/13/2019,18000.70279,7919,17999.04185,18001.72948,17999.87008
06-12-2019,18098.07095,7252,18097.19393,18099.60506,18097.71588
06-11-2019,18196.26941,2116,18195.70372,18196.5882,18196.17516
06-10-2019,18296.21941,6583,18295.43973,18297.30858,18295.33857
06-07-2019,18397.03943,8090,18396.69217,18398.50589,18396.08037
06-06-2019,18496.6079,5387,18495.14778,18497.09852,18495.94185
06-05-2019,18599.91546,3327,18598.54128,18601.41953,18599.22178
06-04-2019,18700.17258,1514,18699.55035,18701.9067,18698.76237
06-03-2019,18798.27779,9756,18797.61414,18799.60652,18797.50529
05/31/2019,18901.32497,4018,18899.64837,18901.73486,18900.27455
05/30/2019,19004.21576,5371,19003.28039,19005.60575,19003.6504
05/29/2019,19105.17441,3474,19103.68556,19105.50776,19103.71793
05/28/2019,19207.67956,9441,19206.12877,19209.58996,19206.19747
05/24/2019,19307.31817,4211,19305.78599,19307.65758,19306.7323
05/23/2019,19407.97413,6532,19407.07456,19409.43559,19406.75773
05/22/2019,19511.86532,6899,19511.67809,19512.4067,19511.04792
05/21/2019,19610.91735,5038,19609.82729,19612.0345,19609.37554
05/20/2019,19712.52835,4086,19712.36118,19714.29222,19712.40075
05/17/2019,19815.71542,1671,19815.69043,19816.21678,19814.32669
05/16/2019,19915.71694,6720,19914.05075,19917.01571,19914.79822
05/15/2019,20016.91873,9421,20015.42635,20018.49411,20016.68757
05/14/2019,20117.05541,8950,20115.70171,20118.45783,20115.09196
05/13/2019,20217.26668,5327,20215.42688,20218.63752,20217.21556
05-10-2019,20320.44327,9604,20319.72666,20322.00283,20319.50615
05-09-2019,20419.481,6626,20418.33634,20419.79784,20418.95892
05-08-2019,20517.54425,7799,20516.63435,20518.68854,20516.56335
05-07-2019,20616.86707,6120,20616.64095,20617.07143,20616.24129
05-06-2019,20715.47656,1998,20714.52738,20716.25385,20714.75555
05-03-2019,20817.13673,8291,20815.57445,20818.89582,20815.98259
05-02-2019,20921.42142,7749,20919.91922,20922.02379,20920.51087
05-01-2019,21020.81882,8388,21020.21572,21022.21503,21019.52113
04/30/2019,21121.51666,8649,21120.15206,21121.80466,21119.59635
04/29/2019,21220.64955,6720,21218.96185,21222.33029,21219.69679
04/26/2019,21322.4221,4699,21321.20092,21324.09176,21322.10418
04/25/2019,21420.62269,6177,21420.59271,21421.50773,21419.16981
04/24/2019,21519.78796,8381,21518.1078,21521.10568,21518.76369
04/23/2019,21616.84507,7750,21616.20237,21617.39022,21616.73975
04/22/2019,21715.54232,3436,21713.96727,21717.33436,21714.37905
04/18/2019,21813.34973,2016,21812.36095,21813.4444,21811.45528
04/17/2019,21911.3947,3685,21909.98735,21912.7501,21909.88671
04/16/2019,22012.69382,3345,22012.3988,22013.38308,22010.72272
04/15/2019,22112.73935,1159,22110.76243,22113.94645,22110.94355
04-12-2019,22215.10684,4829,22215.08983,22215.46512,22215.00382
04-11-2019,22316.25607,6291,22314.26366,22317.54789,22314.61436
04-10-2019,22416.54269,6959,22415.28866,22417.35686,22416.30148
04-09-2019,22518.93617,4368,22517.07115,22518.97621,22518.07646
04-08-2019,22618.42857,6230,22618.37173,22619.50094,22617.08525
04-05-2019,22717.31308,3341,22716.83416,22719.16648,22717.04077
04-04-2019,22817.42798,3050,22816.15221,22819.31918,22816.88861
04-03-2019,22915.59268,2288,22914.00826,22916.47476,22913.66139
04-02-2019,23016.61978,3702,23014.62862,23017.98158,23015.90518
04-01-2019,23115.63395,6575,23113.8301,23117.01258,23114.16147
03/29/2019,23212.90969,1729,23211.3778,23214.34194,23211.73759
03/28/2019,23313.15137,2515,23312.00523,23314.39777,23311.65292
03/27/2019,23413.22709,9927,23413.0605,23414.52343,23411.51929
03/26/2019,23513.58168,9647,23513.33717,23515.55092,23512.08423
03/25/2019,23614.24071,1928,23613.82203,23616.20819,23612.28429
03/22/2019,23714.51491,4043,23713.33734,23715.77401,23713.72634
03/21/2019,23813.47387,7732,23813.10514,23813.81157,23813.08392
03/20/2019,23911.56883,8901,23911.52044,23912.16682,23910.46963
03/19/2019,24010.86933,5753,24009.99116,24011.96611,24010.21667
03/18/2019,24110.89948,8164,24109.63664,24111.17478,24109.53596
03/15/2019,24210.24992,4361,24208.58366,24210.27868,24209.98189
03/14/2019,24312.48642,5111,24311.43153,24314.44746,24311.73163
03/13/2019,24412.95759,4039,24411.10884,24414.95454,24411.43397
03-12-2019,24511.5489,6613,24511.37994,24513.31579,24510.39016
03-11-2019,24613.12206,7345,24611.29704,24614.99616,24612.04108
03-08-2019,24714.09667,9834,24712.49545,24715.4712,24713.86391
03-07-2019,24811.40313,6787,24810.44989,24812.10078,24809.52448
03-06-2019,24911.79777,9650,24910.15322,24913.36694,24909.92156
03-05-2019,25014.60006,6096,25013.24685,25016.4077,25013.80021
03-04-2019,25115.18067,7561,25113.61573,25115.46522,25114.93473
03-01-2019,25214.25395,2057,25213.33331,25215.58776,25212.92147
02/28/2019,25314.73626,4642,25314.42651,25315.10591,25313.16734
02/27/2019,25414.7215,8061,25414.18984,25416.39309,25413.65399
02/26/2019,25513.44198,9377,25511.52332,25514.53551,25512.26858
02/25/2019,25609.85665,7540,25608.84881,25610.44702,25609.43714
02/22/2019,25711.018,9502,25710.84818,25712.38732,25709.1562
02/21/2019,25810.99353,6566,25810.04512,25812.34984,25809.9416
02/20/2019,25912.03377,4983,25911.69507,25913.21409,25910.93352
02/19/2019,26014.25803,4434,26013.7807,26015.00063,26012.69428
02/15/2019,26115.93966,9736,26115.32473,26117.79882,26114.03045
02/14/2019,26213.08857,4533,26212.23239,26214.62157,26212.78722
02/13/2019,26313.37263,8856,26312.59697,26314.21575,26313.16138
02-12-2019,26411.95855,7263,26411.74997,26412.57563,26411.19655
02-11-2019,26510.49833,3946,26509.98431,26511.17589,26509.37923
02-08-2019,26610.72128,6334,26610.31903,26612.35716,26609.20751
02-07-2019,26709.82184,1562,26708.37081,26710.89602,26708.24611
02-06-2019,26809.67359,4496,26808.09853,26810.27534,26808.4142
02-05-2019,26910.23358,1508,26910.11435,26911.01529,26908.39148
02-04-2019,27009.96415,1357,27009.81497,27010.72723,27009.46765
02-01-2019,27109.84077,3357,27109.1841,27111.66396,27108.96762
01/31/2019,27214.70668,7446,27213.73494,27214.95538,27214.50706
01/30/2019,27311.23122,6386,27310.83464,27311.7947,27311.19964
01/29/2019,27409.86708,8988,27408.01753,27411.45928,27409.06073
01/28/2019,27511.59351,2123,27510.39615,27512.89746,27511.45704
01/25/2019,27611.74257,5145,27611.65497,27612.08896,27610.3016
01/24/2019,27710.71663,1835,27709.50778,27712.19506,27709.11675
01/23/2019,27810.64235,8761,27810.3062,27811.34659,27809.1689
01/22/2019,27911.39389,2104,27909.90739,27913.00941,27910.02312
01/18/2019,28010.75736,6976,28009.05212,28010.77867,28009.4954
01/17/2019,28109.34779,3846,28108.44831,28111.22885,28107.56197
01/16/2019,28207.55481,4554,28206.79816,28208.45868,28207.34881
01/15/2019,28309.30768,4178,28307.73135,28309.78837,28308.70197
01/14/2019,28411.41087,7812,28410.95596,28412.96126,28409.65331
01-11-2019,28511.65011,4921,28510.39086,28511.6818,28511.587
01-10-2019,28610.3582,6195,28610.15281,28611.80529,28610.03564
01-09-2019,28708.9388,6070,28707.16662,28710.20606,28708.87024
01-08-2019,28805.9671,5876,28805.89496,28807.64943,28805.59503
01-07-2019,28908.58839,1201,28907.68631,28910.53341,28906.78649
01-04-2019,29008.39371,1846,29007.28663,29009.62486,29007.3511
01-03-2019,29108.30026,1237,29106.7356,29109.56884,29107.04899
01-02-2019,29209.95267,2647,29209.38518,29211.15511,29208.69584
12/31/2018,29314.41694,4983,29313.33972,29314.91844,29313.7937
12/28/2018,29414.16769,3077,29412.72733,29414.39934,29413.11958
12/27/2018,29511.59364,4036,29511.3523,29513.55894,29510.77352
12/26/2018,29613.04257,7354,29612.14966,29614.25863,29612.43322
12/24/2018,29710.9767,5442,29710.01991,29712.41389,29709.52342
12/21/2018,29812.46783,4574,29811.59572,29814.12361,29812.03785
12/20/2018,29916.8252,9335,29914.92546,29917.60981,29916.32252
12/19/2018,30018.9982,7223,30017.66135,30019.71143,30017.02404
12/18/2018,30120.53468,2353,30120.08934,30120.54186,30118.84442
12/17/2018,30221.10448,4776,30220.54715,30222.73413,30220.76226
12/14/2018,30323.15413,5154,30321.47786,30323.18203,30321.35866
12/13/2018,30422.63168,8458,30420.73139,30423.91389,30422.05907
12-12-2018,30519.1567,3031,30518.09046,30519.72514,30517.70965
12-11-2018,30614.7806,1663,30613.291,30615.78462,30613.55826
12-10-2018,30718.06611,6181,30717.6118,30719.57614,30717.93048
12-07-2018,30819.23662,7204,30817.83644,30820.56958,30817.3096
12-06-2018,30921.17922,9084,30919.62509,30921.6534,30921.12262
12-04-2018,31017.80394,1702,31017.00992,31019.79517,31015.99601
12-03-2018,31118.1236,7029,31117.3623,31119.55822,31117.72187
11/30/2018,31217.97479,3282,31217.8018,31219.47666,31216.92402
11/29/2018,31316.95892,8417,31316.71687,31317.90535,31316.21342
11/28/2018,31418.754,8104,31417.84421,31418.98803,31417.13431
11/27/2018,31517.29002,4524,31516.06395,31517.97178,31517.08547
11/26/2018,31615.7101,5951,31614.90352,31616.45816,31613.90607
11/23/2018,31715.95595,5070,31714.7029,31716.94936,31714.36395
11/21/2018,31816.90239,1957,31816.38377,31818.57517,31815.8449
11/20/2018,31919.2953,2309,31918.23645,31919.6855,31919.11055
11/19/2018,32021.86109,3541,32020.33735,32022.64203,32021.30573
11/16/2018,32122.27242,7873,32121.35921,32123.7204,32120.50399
11/15/2018,32223.75912,9850,32221.80296,32224.40223,32223.06567
11/14/2018,32324.78394,1847,32324.76957,32325.22817,32323.71529
11/13/2018,32424.93208,5333,32424.17162,32426.22101,32424.58802
11-12-2018,32523.6658,9286,32523.51733,32524.8818,32523.07434
11-09-2018,32623.32792,9061,32621.48055,32624.43558,32621.93865
11-08-2018,32723.8634,9203,32721.93457,32724.38707,32723.84236
11-07-2018,32825.71272,2050,32825.23375,32827.23688,32824.67136
11-06-2018,32928.51215,4192,32928.16509,32929.88773,32927.12789
11-05-2018,33029.35581,7116,33027.67682,33029.88475,33027.82625
11-02-2018,33125.88844,2614,33124.47201,33126.06833,33125.74587
11-01-2018,33227.0481,8464,33225.23131,33228.10729,33226.38343
10/31/2018,33328.20066,7384,33327.42057,33329.6231,33326.9176
10/30/2018,33429.80114,5144,33428.99295,33431.57689,33427.87069
10/29/2018,33528.91122,7000,33526.96382,33529.29283,33528.53032
10/26/2018,33632.44404,9449,33631.41874,33634.02324,33631.10535
10/25/2018,33732.95863,3949,33731.48036,33733.05699,33731.21971
10/24/2018,33834.3454,5043,33833.04852,33834.3843,33833.61307
10/23/2018,33930.50604,5584,33929.40764,33931.38202,33928.83071
10/22/2018,34032.02368,6624,34030.92387,34033.3388,34030.98117
10/19/2018,34132.74794,5496,34131.77022,34134.4603,34131.61027
10/18/2018,34232.04908,6140,34231.69112,34232.71187,34230.84597
10/17/2018,34330.30928,2117,34329.91239,34331.28864,34329.89849
10/16/2018,34432.32733,2683,34431.79886,34432.41583,34430.57052
10/15/2018,34531.99628,5766,34530.45346,34532.02307,34531.78584
10-12-2018,34631.80991,1245,34630.77806,34632.46581,34631.3313
10-11-2018,34733.73687,7660,34733.4512,34735.12886,34732.9977
10-10-2018,34832.43993,3969,34831.9407,34832.73012,34832.24594
10-09-2018,34928.99024,4819,34928.14483,34930.52031,34927.95615
10-08-2018,35030.73773,7911,35029.65036,35031.97205,35029.10798
10-05-2018,35131.55596,8704,35129.78979,35132.30076,35131.51142
10-04-2018,35233.95768,7900,35232.36356,35234.45429,35232.12157
10-03-2018,35329.6386,1465,35329.27774,35329.65502,35329.18928
10-02-2018,35429.90508,7506,35429.20635,35430.48643,35429.67532
10-01-2018,35528.95682,2350,35528.84737,35530.85233,35528.49497
09/28/2018,35626.84232,6287,35625.85478,35628.33068,35625.33912
09/27/2018,35726.50501,5722,35726.16907,35727.61272,35725.17141
09/26/2018,35826.029,8721,35825.32117,35827.04006,35826.02627
09/25/2018,35923.64666,2848,35921.69976,35924.62173,35921.76497
09/24/2018,36021.14658,1885,36020.34811,36022.82337,36019.5645
09/21/2018,36125.21853,8782,36124.15667,36125.73001,36125.10473
09/20/2018,36224.5905,7367,36223.01901,36225.61178,36223.31533
09/19/2018,36324.18453,7432,36323.22339,36325.02148,36322.91288
09/18/2018,36425.68671,8106,36424.67804,36426.56026,36425.49372
09/17/2018,36527.05005,4627,36526.76895,36528.2261,36526.34629
09/14/2018,36628.02531,1430,36627.55485,36629.86193,36626.50864
09/13/2018,36728.536,4024,36728.07109,36730.20642,36727.38181
09-12-2018,36831.58973,3287,36829.98401,36832.5564,36830.47468
09-11-2018,36934.65773,5764,36932.66501,36936.12,36933.61445
09-10-2018,37029.93125,2171,37028.44943,37030.57294,37028.81987
09-07-2018,37133.32994,2400,37132.80883,37134.0207,37132.17624
09-06-2018,37234.1621,1398,37232.7378,37234.22645,37233.13705
09-05-2018,37333.58358,7878,37332.45166,37333.90793,37332.13485
09-04-2018,37432.42973,6325,37431.1191,37433.42378,37430.98718
08/31/2018,37534.0668,9321,37532.48123,37535.413,37532.53095
08/30/2018,37632.35605,3655,37630.40263,37632.887,37632.0574
08/29/2018,37735.49987,5142,37735.477,37737.2193,37733.80429
08/28/2018,37833.95913,7764,37832.03313,37834.01974,37832.94338
08/27/2018,37933.9032,4587,37932.2278,37934.70673,37932.99997
08/24/2018,38031.42241,7274,38030.57049,38032.7463,38030.51214
08/23/2018,38130.55844,6544,38129.06452,38132.48268,38130.37985
08/22/2018,38233.70751,2945,38232.29638,38235.20716,38232.18964
08/21/2018,38332.96165,4882,38331.25607,38333.68516,38331.74456
08/20/2018,38436.51825,7363,38435.69637,38436.87649,38435.08234
08/17/2018,38536.07044,4563,38535.42596,38537.06378,38535.42853
08/16/2018,38634.42988,4801,38632.8601,38635.84401,38633.49373
08/15/2018,38736.68529,9645,38734.93343,38737.63863,38734.95766
08/14/2018,38835.51153,1748,38834.09997,38837.45216,38833.81334
08/13/2018,38936.61085,1538,38935.34985,38937.12332,38936.28823
08-10-2018,39035.47826,6477,39034.6834,39037.20626,39035.29304
08-09-2018,39137.73765,7740,39135.97614,39138.11652,39137.15654
08-08-2018,39233.5819,9148,39232.87392,39235.03774,39232.47605
08-07-2018,39332.43079,2325,39331.15638,39333.01948,39331.75703
08-06-2018,39429.65019,1009,39429.22053,39430.06864,39429.48418
08-03-2018,39529.89736,5100,39529.21329,39531.01032,39528.71718
08-02-2018,39628.55038,1580,39628.26599,39628.79361,39626.56792
08-01-2018,39726.75365,9627,39725.49284,39728.47319,39725.1299
07/31/2018,39828.68818,3933,39827.16948,39829.1313,39826.89897
07/30/2018,39927.58574,4739,39926.69828,39929.08389,39927.54651
07/27/2018,40028.88387,4867,40028.76849,40030.24508,40026.90369
07/26/2018,40127.6063,5946,40126.53068,40129.45949,40126.22701
07/25/2018,40229.05086,9057,40228.96491,40229.75481,40228.19282
07/24/2018,40330.35356,9625,40329.5361,40332.12711,40330.27854
07/23/2018,40426.69506,1247,40425.17004,40428.58046,40425.76154
07/20/2018,40523.94512,4286,40523.60388,40525.42993,40522.32512
07/19/2018,40624.3351,7254,40622.35098,40624.62814,40623.86863
07/18/2018,40721.36077,2000,40720.65764,40723.33109,40721.17138
07/17/2018,40825.53829,1227,40823.55148,40827.11186,40823.60823
07/16/2018,40924.10992,2958,40922.81644,40924.84139,40923.9663
07/13/2018,41029.13999,7096,41027.63083,41030.20175,41028.00073
07-12-2018,41126.78635,4403,41125.59477,41127.42363,41126.3635
